Date,Stoxx_Return,EURUSD_Return,VIX_Change
2010-01-05,-0.0018026182378658717,-0.004022410454465386,-0.6900005340576172
2010-01-06,-0.0008963720193503333,0.0026503106785804587,-0.1900005340576172
2010-01-07,-0.0007707928093191319,-0.0059706302559989766,-0.10000038146972656
2010-01-08,0.003494785909962328,0.006499381058903797,-0.9300003051757812
2010-01-11,-0.002521698287063723,0.0069509224950923265,-0.5799999237060547
2010-01-12,-0.011078883333037304,-0.0023885789844481087,0.7000007629394531
2010-01-13,0.0005106065679618688,0.0032677440403587887,-0.39999961853027344
2010-01-14,0.003793987114460773,-0.0016529685349941925,-0.220001220703125
2010-01-15,-0.016543397715406027,-0.007512046800087768,0.2800006866455078
2010-01-18,0.005992727552929233,0.0010949282406993444,0.0
2010-01-19,0.00911126929315631,-0.008725766517542644,-0.3299999237060547
2010-01-20,-0.023525696388701167,-0.011951462584190775,1.1000003814697266
2010-01-21,-0.017618230953036274,-0.0009444424684662556,3.5900001525878906
2010-01-22,-0.009237737246791222,0.003125128430804258,5.039999008178711
2010-01-25,-0.010399040994160447,0.0006368025330476534,-1.8999996185302734
2010-01-26,0.007280996349065871,-0.004788059657231725,-0.8600006103515625
2010-01-27,-0.014265840575845012,-0.003648065581375315,-1.4099998474121094
2010-01-28,-0.017962913816797266,-0.004483596664915046,0.5900001525878906
2010-01-29,0.014430119449480694,-0.007238648204189291,0.8900012969970703
2010-02-01,0.005927608270728024,0.004331340685081564,-2.030000686645508
2010-02-02,0.013145777985679175,0.003535964378432954,-1.1100006103515625
2010-02-03,-0.00897519876470454,-0.0053796788159793385,0.12000083923339844
2010-02-04,-0.03464301722114027,-0.01122969393488471,4.479999542236328
2010-02-05,-0.028000539238384414,-0.004719560926542021,0.030000686645507812
2010-02-08,0.012406768333485418,-0.0018570575463016104,0.39999961853027344
2010-02-09,0.0015538445579978966,0.009330500062421532,-0.5100002288818359
2010-02-10,0.011894631317847848,-0.002090518797932206,-0.6000003814697266
2010-02-11,-0.00737728456036113,-0.005199064303641587,-1.4400005340576172
2010-02-12,-0.002160260819886184,-0.0034223820071527244,-1.2299995422363281
2010-02-15,0.0035035548575628184,-0.002339695125336494,0.0
2010-02-16,0.013763889788453776,0.012059972724693058,-0.4799995422363281
2010-02-17,0.015245676838168132,-0.011633979355719859,-0.5300006866455078
2010-02-18,0.005810498263417507,-0.010688421573122997,-1.0900001525878906
2010-02-19,0.005424204763532003,0.011409442866133768,-0.6099987030029297
2010-02-22,-0.005459355316421277,-0.000693887972071483,-0.07999992370605469
2010-02-23,-0.017115908176160266,-0.005776017597827532,1.4300003051757812
2010-02-24,0.0016040177336051897,0.001191824948022946,-1.1000003814697266
2010-02-25,-0.018475668732155004,-0.0005279544765575128,-0.1700000762939453
2010-02-26,0.01640952239594351,0.00702000822557447,-0.6000003814697266
2010-03-01,0.01621054325085791,-0.005058620192974983,-0.23999977111816406
2010-03-02,0.00852242484555088,0.0043177730480319365,-0.20000076293945312
2010-03-03,0.00939088341932548,0.005946444106418536,-0.22999954223632812
2010-03-04,-0.002299303133748709,-0.008585090887988533,-0.1100006103515625
2010-03-05,0.021781840709799827,0.00331186560384622,-1.2999992370605469
2010-03-08,0.000642966558442204,-0.0008851703957385437,0.37000083923339844
2010-03-09,0.0004931499973035436,-0.0007347645352366872,0.12999916076660156
2010-03-10,0.00995933009406924,0.002674186114031807,0.6499996185302734
2010-03-11,-0.004695096091249185,0.003079117415204946,-0.5100002288818359
2010-03-12,0.0009048178345900659,0.006182710605276309,-0.4799995422363281
2010-03-15,-0.0095951012169041,-0.0067156630527979155,0.4200000762939453
2010-03-16,0.012325123133436922,0.006677919860952342,-0.3099994659423828
2010-03-17,0.008733908783132849,-0.0022119285180338677,-0.7800006866455078
2010-03-18,-0.005993930361568034,-0.0090531919933734,-0.28999900817871094
2010-03-19,-0.005419165442153928,-0.005658472428727301,0.34999847412109375
2010-03-22,-0.0024844981083829154,0.002224981702858564,-0.09999847412109375
2010-03-23,0.0068390623648706406,-0.00729970876554642,-0.5200004577636719
2010-03-24,-0.0022607912266000563,-0.010171548625270699,1.1999988555908203
2010-03-25,0.015203532915696316,-0.0017964079352781326,0.8500003814697266
2010-03-26,-0.0024253487075392988,0.007737586585710776,-0.6299991607666016
2010-03-29,0.0022271957124677666,0.005298086363101362,-0.18000030517578125
2010-03-30,-0.002649732015927553,-0.004228670618472097,-0.46000099182128906
2010-03-31,-0.0028982813535400886,0.006254276954291704,0.46000099182128906
2010-04-01,0.016150632961051015,0.0056237718269196435,-0.12000083923339844
2010-04-06,0.00368977345454935,-0.013401914930363024,-1.239999771118164
2010-04-07,-0.004974050120739593,-0.003991239571150995,0.3900012969970703
2010-04-08,-0.010861910872941638,0.0009486045145250532,-0.1400012969970703
2010-04-09,0.017411482627101238,0.010463304158956799,-0.3400001525878906
2010-04-12,0.0029028980046552633,0.007042667025270788,-0.5599994659423828
2010-04-13,-0.004659866274531965,0.0009253707839909087,0.6200008392333984
2010-04-14,0.006622640459659879,0.0034823057904753707,-0.6100006103515625
2010-04-15,0.0015358467175790036,-0.005999756448123228,0.3000001907348633
2010-04-16,-0.020911822495865873,-0.005158458504566976,2.4700002670288086
2010-04-19,-0.003207147034630542,-0.0012409078145059205,-1.0200004577636719
2010-04-20,0.014869777658722994,-0.003869209134925611,-1.6100006103515625
2010-04-21,-0.012155199251846716,-0.0033609093887186914,0.5900001525878906
2010-04-22,-0.01697961980142848,-0.008957214942710734,0.14999961853027344
2010-04-23,0.007081753770833865,0.008592506645001219,0.15000152587890625
2010-04-26,0.009913927362454666,0.0012865041316609815,0.8499984741210938
2010-04-27,-0.036735167602291674,-0.017200940528132147,5.340000152587891
2010-04-28,-0.017697739774088395,0.0031974765576916475,-1.7299995422363281
2010-04-29,0.014193835329797455,0.0037932186528952805,-2.6399993896484375
2010-04-30,-0.003981446791171961,0.002646288751250392,3.6099987030029297
2010-05-03,-0.00012784000913856897,-0.007378703336162529,-1.8599987030029297
2010-05-04,-0.03848034184715077,-0.017877338558341616,3.6499996185302734
2010-05-05,-0.010642093818684084,-0.01149495257310218,1.0699996948242188
2010-05-06,-0.025338758437467246,-0.014199521113606228,7.8899993896484375
2010-05-07,-0.042593841722421755,0.009745693618447682,8.150001525878906
2010-05-10,0.10347653689378022,0.0018146690074756222,-12.110000610351562
2010-05-11,-0.010297588238589173,-0.01168265797213286,-0.5200004577636719
2010-05-12,0.01238979167288834,0.0007203565085136532,-2.799999237060547
2010-05-14,-0.04716914309716824,-0.022074936717074833,5.719999313354492
2010-05-17,0.0005391834443524424,0.0026644576339565074,-0.39999961853027344
2010-05-18,0.023856455315107716,-0.017269681073378007,2.7099990844726562
2010-05-19,-0.02917859677658108,0.017610946289457363,1.7700004577636719
2010-05-20,-0.019049545221116904,0.006900882819366183,10.470001220703125
2010-05-21,0.001790118764845694,0.007062698609441309,-5.69000244140625
2010-05-25,-0.03328436003539892,-0.017593009618263156,-5.489997863769531
2010-05-26,0.0168133766890195,-0.014011116816565194,0.4099998474121094
2010-05-27,0.035181049360625716,0.014373074160342503,-5.340000152587891
2010-05-28,-0.002023413586053846,-0.00598973279688364,2.3899993896484375
2010-05-31,-0.0014536960677824506,0.00113041902328459,0.0
2010-06-01,-0.0014097950498638268,-0.0044650561937387145,3.470001220703125
2010-06-02,-0.0017648019697744655,0.0004895829151154718,-5.370000839233398
2010-06-03,0.012367478567159251,-0.005683161874855069,-0.7100009918212891
2010-06-04,-0.03058653495118735,-0.016304496892385112,6.020000457763672
2010-06-07,-0.009249768511989775,-0.004018112676045127,1.0900001525878906
2010-06-08,-0.007561308250304433,0.004118408930981365,-2.8699989318847656
2010-06-09,0.0182567754796803,0.0016669539351752416,0.029998779296875
2010-06-10,0.020362368378408213,0.009759921110261693,-3.1599998474121094
2010-06-11,0.011335000218522406,0.0004118021329637678,-1.779998779296875
2010-06-14,0.017113190391206512,0.008589374466023925,-0.21000099182128906
2010-06-15,0.012237964556457204,0.008266060990360424,-2.7099990844726562
2010-06-16,0.000894574088629696,-0.0005786734636606949,0.049999237060546875
2010-06-17,0.003453868823387607,0.005695778466305201,-0.8700008392333984
2010-06-18,0.00326228390299943,0.0008798645515002423,-1.0999984741210938
2010-06-21,0.011417527010033401,-0.0062073121639020234,0.9299983978271484
2010-06-22,-0.008055590195605644,-0.003326546924657281,2.1700000762939453
2010-06-23,-0.014992852184926853,0.0035849046709033328,-0.1399993896484375
2010-06-24,-0.021990527726631792,0.0014927452927140372,2.8299999237060547
2010-06-25,-0.0060749050943168514,0.002882967389626012,-1.2099990844726562
2010-06-28,0.014992838974992928,-0.0077591400451844095,0.4699993133544922
2010-06-29,-0.04209206731173876,-0.007384906205234021,5.130001068115234
2010-06-30,0.006642301057353084,0.0035835116790610133,0.4099998474121094
2010-07-01,-0.021244992680012786,0.02268851626823576,-1.6800003051757812
2010-07-02,0.0014730928163824153,0.005078700025876737,-2.739999771118164
2010-07-05,-0.00576048965178344,-0.0027080205372210786,0.0
2010-07-06,0.0282554483652373,0.006943282280970964,-0.470001220703125
2010-07-07,0.02160009634252491,0.000720032144123417,-2.809999465942383
2010-07-08,0.012158424000605628,0.0048238110560767655,-1.1300010681152344
2010-07-09,0.005543023878430198,-0.003944950251442703,-0.7299995422363281
2010-07-12,0.001823861259065307,-0.004268026280384363,-0.5499992370605469
2010-07-13,0.019172849128244573,0.010392970620113795,0.12999916076660156
2010-07-14,0.0005003937780658774,0.0015415560401070838,0.3299999237060547
2010-07-15,-0.013198404817636122,0.014764463785028603,0.25
2010-07-16,-0.02116314129807395,0.0002586378352023022,1.1100006103515625
2010-07-19,-0.004161614644099698,0.0005823147051009503,-0.2800006866455078
2010-07-20,-0.0027784362286659148,-0.0035843518984876033,-2.039999008178711
2010-07-21,0.004658806864090037,-0.00970357626653684,1.7099990844726562
2010-07-22,0.028296789133470668,0.010580504377553757,-1.010000228881836
2010-07-23,0.0018126533856284155,0.0007747690267188023,-1.1599998474121094
2010-07-26,0.008822761474779561,0.006655492017960896,-0.7399997711181641
2010-07-27,0.009547500760959116,-0.0006236042841981648,0.46000099182128906
2010-07-28,-0.0011555048384506161,0.00010396831361458858,1.0599994659423828
2010-07-29,-0.004764877488385499,0.0066044671081388895,-0.12000083923339844
2010-07-30,-0.003919474643537146,-0.0029859632926503288,-0.6299991607666016
2010-08-02,0.029185246716801005,0.010501187338783025,-1.489999771118164
2010-08-03,-0.0011338619787106818,0.003729473352690693,0.6199989318847656
2010-08-04,0.002167496456285667,0.0,-0.4200000762939453
2010-08-05,-0.002031797356407905,-0.0050658068135642775,-0.10999870300292969
2010-08-06,-0.01418771725050283,0.0017662053302709424,-0.3600006103515625
2010-08-09,0.017245076214117194,0.007918310492731395,0.39999961853027344
2010-08-10,-0.009638272896381528,-0.004193869843599374,0.23000144958496094
2010-08-11,-0.027092701799530272,-0.003401754066327367,3.019998550415039
2010-08-12,-0.0012149853752756457,-0.02585507052447278,0.3400001525878906
2010-08-13,-0.004454533235013658,-0.0011033582538724218,0.5100002288818359
2010-08-16,-0.0038541831343570365,-0.004597541591440102,-0.1399993896484375
2010-08-17,0.014601804021571851,0.0032157162179442533,-1.7700004577636719
2010-08-18,-0.0032984119787635713,0.0053065561537331,0.26000022888183594
2010-08-19,-0.019657961895536813,-0.0018255370081259326,1.8500003814697266
2010-08-20,-0.011603666079455843,-0.003765588652440144,-0.9500007629394531
2010-08-23,0.006376790878305227,-0.007651414624711861,0.1700000762939453
2010-08-24,-0.017400537912381386,-0.005900609729046713,1.7999992370605469
2010-08-25,-0.010380463222311787,-0.00016426020590365464,-0.7599983215332031
2010-08-26,0.0075326547769907215,0.0024568531444246755,0.6700000762939453
2010-08-27,0.008999308004882245,0.0033545030881083626,-2.9200000762939453
2010-08-30,-0.005238857484847204,0.003736947141599556,2.759998321533203
2010-08-31,0.002438261787692353,-0.006903017160803104,-1.1599998474121094
2010-09-01,0.035197037716304225,0.0016874438703029515,-2.1599998474121094
2010-09-02,-2.9491772245093806e-05,0.00911576993998331,-0.6999988555908203
2010-09-03,0.011431995452378496,0.001795641725667041,-1.8800010681152344
2010-09-06,0.0026837217712705197,0.005312301739036185,0.0
2010-09-07,-0.009602042638428121,-0.0019945759811040853,2.489999771118164
2010-09-08,0.00943471644420324,-0.014795233983895928,-0.5499992370605469
2010-09-09,0.010730555966710131,0.004265236577659426,-0.4400005340576172
2010-09-10,-0.0007295886497591386,-0.003058964964828159,-0.8199996948242188
2010-09-13,0.008869283957754659,0.0018820897093740907,-0.7800006866455078
2010-09-14,0.0005026317012555293,0.01218979133332243,0.35000038146972656
2010-09-15,-0.004314980529870449,0.009302065408220983,0.5400009155273438
2010-09-16,-0.003489170910400463,0.001796066692854259,-0.3800010681152344
2010-09-17,-0.00978233547374252,0.0046812403157292515,0.29000091552734375
2010-09-20,0.016428626830012005,-0.0024522875588183224,-0.5100002288818359
2010-09-21,-0.0028971920608626966,0.0017640215817100735,0.8500003814697266
2010-09-22,-0.01495053893001319,0.014542923336506641,0.15999984741210938
2010-09-23,-0.005143877624686599,0.010110194856374433,1.3600006103515625
2010-09-24,0.019769112964054703,-0.0053675768624187326,-2.160001754760742
2010-09-27,-0.005879481469877379,0.012009870675392609,0.8300018310546875
2010-09-28,-0.0006159069308699916,-0.0029699980843856943,0.05999946594238281
2010-09-29,-0.007896632809038073,0.009811774448671429,0.6499996185302734
2010-09-30,-0.0017473902670486208,0.004210957572525098,0.4500007629394531
2010-10-01,-0.005455071424395608,-0.00043579247006242383,-1.2000007629394531
2010-10-04,-0.011668841492660453,0.011365910669099977,1.0300006866455078
2010-10-05,0.021303077595287823,-0.007466074076330265,-1.7700004577636719
2010-10-06,0.0077721495819742525,0.011689738139718076,-0.2700004577636719
2010-10-07,0.002474777990107979,0.006222280742330666,0.06999969482421875
2010-10-08,-0.0005202775981905106,0.0005709535944127264,-0.8500003814697266
2010-10-11,0.0015401712366798215,0.003564305352885766,-1.75
2010-10-12,-0.005007660571610728,-0.006967858386508374,-0.029998779296875
2010-10-13,0.023345059471539198,0.002644206882650213,0.1399993896484375
2010-10-14,-0.0015630569185294263,0.0036175017806123755,0.8099994659423828
2010-10-15,0.0019533074218021085,0.0075003923924261695,-0.8499984741210938
2010-10-18,0.003191831742500817,-0.007652442728031894,0.05999946594238281
2010-10-19,-0.004697021354511555,-0.002034636280807134,1.539999008178711
2010-10-20,0.005001159898754937,-0.014123761932864132,-0.8399982452392578
2010-10-21,0.010790742944287057,0.01630897474297166,-0.5200004577636719
2010-10-22,-0.0029664082074495335,-0.0033122595864887305,-0.48999977111816406
2010-10-25,-0.0007864350196277181,0.0019522277676153887,1.0699996948242188
2010-10-26,-0.005282962785108314,0.000348717541868826,0.3699989318847656
2010-10-27,-0.009414291924591978,-0.006788690927659324,0.48999977111816406
2010-10-28,0.005693784544783753,-0.005497432452094886,0.1700000762939453
2010-10-29,-0.0001897850512698751,0.0,0.32000160217285156
2010-11-01,-0.0029033528391938512,0.014296542996266037,0.6299991607666016
2010-11-02,0.00855916123989453,-0.004590580149323564,-0.26000022888183594
2010-11-03,-0.010688560340795572,0.008997095889298201,-2.010000228881836
2010-11-04,0.019000657354447226,0.0064985543527769085,-1.039999008178711
2010-11-05,-0.0028673431002789185,0.007128278895641715,-0.26000022888183594
2010-11-08,-0.0027747382182286007,-0.010697591841614784,0.030000686645507812
2010-11-09,0.007908036356689907,-0.014646384403839363,0.7899990081787109
2010-11-10,-0.015467150042554723,-0.007037491775669036,-0.6100006103515625
2010-11-11,-0.005168771294738139,0.0002617545901835161,0.1700000762939453
2010-11-12,-0.0031046824879230606,-0.011223771896955892,1.970001220703125
2010-11-15,0.009219013460548542,0.005299344572484266,-0.4099998474121094
2010-11-16,-0.02340919896212057,-0.00864714533292954,2.3799991607666016
2010-11-17,0.007523961899679854,-0.006205655852975167,-0.8199996948242188
2010-11-18,0.018742651804346977,0.004703231192730639,-3.010000228881836
2010-11-19,-0.00332021607141908,0.0076208146887315475,-0.7099990844726562
2010-11-22,-0.012060113628876379,0.006377306418566597,0.3299999237060547
2010-11-23,-0.02563101916293331,-0.010364606023978373,2.259998321533203
2010-11-24,0.006808098776698968,-0.015849522393404536,-1.0699996948242188
2010-11-25,0.0025489406338934373,-0.0021238230988670503,0.0
2010-11-26,-0.010158979907987531,-0.0013606797205175658,2.6599998474121094
2010-11-29,-0.024479715069361196,-0.007625077054153384,-0.6899986267089844
2010-11-30,-0.007104964486607579,-0.010129352420238491,2.010000228881836
2010-12-01,0.026737229191445833,-0.008535829076365742,-2.1800003051757812
2010-12-02,0.021867235697538234,0.010224303397647239,-1.970001220703125
2010-12-03,0.000359532477869573,0.006938437263964037,-1.3799991607666016
2010-12-06,-0.004467357962225638,0.015133185235483904,0.010000228881835938
2010-12-07,0.011834116651195492,-0.009619663384199395,-0.030000686645507812
2010-12-08,0.005783612106003533,-0.003178844191236707,-0.25
2010-12-09,0.007719189819804795,0.00046379784642280875,-0.48999977111816406
2010-12-10,-0.0004153650519941321,-0.0006620427134952367,0.3600006103515625
2010-12-13,0.005578418867627555,-0.0033917170301897004,-0.060001373291015625
2010-12-14,0.0022063005596295593,0.015029769943025517,0.060001373291015625
2010-12-15,-0.006877079529749031,-0.0025786356618121564,0.3299999237060547
2010-12-16,0.001333586351649041,-0.010248685444844918,-0.5500011444091797
2010-12-17,-0.008437057509169898,0.0012048923714518267,-1.279998779296875
2010-12-20,0.006184044429947466,-0.005661023080864691,0.2999992370605469
2010-12-21,0.013302956417954537,-0.003568039730526218,0.07999992370605469
2010-12-22,-0.0025582666074119853,-0.0021336408524204042,-1.0399999618530273
2010-12-23,-0.0017806698040939706,0.0019410391817802353,1.0199995040893555
2010-12-27,-0.013269242144045124,-0.0027205888367873854,1.2000007629394531
2010-12-28,-0.0007818691353876916,0.008401857147101621,-0.14999961853027344
2010-12-29,0.005994381385805436,-0.00783864550114588,-0.23999977111816406
2010-12-30,-0.012033500153552978,0.010566378396646536,0.23999977111816406
